source_img,file_name,text,sample
17.jpeg,17_41.jpeg,подходящихъ,train
83.jpeg,83_37.jpeg,20,train
87.jpeg,87_44.jpeg,Итого мужскаго пола одна душа,train
49.jpeg,49_2.jpeg,1867 года февраль 15 дня Пермской губернiи г. Екатеринбурга,train
59.jpeg,59_33.jpeg,зiи,train
91.jpeg,91_43.jpeg,бургскiе мещане,train
106.jpeg,106_8.jpeg,Во времен,train
73.jpeg,73_44.jpeg,Екатерины Алексе изъ крестьянъ,train
34.jpeg,34_19.jpeg,брата  его Григорiй,train
15.jpeg,15_1.jpeg,Ревизская сказка,train
65.jpeg,65_42.jpeg,ской волости,train
15.jpeg,15_13.jpeg,Семьи Женскiй полъ,train
77.jpeg,77_11.jpeg,и после оной при выбыло,train
41.jpeg,41_5.jpeg,Якимъ,train
31.jpeg,31_1.jpeg,Ревизская сказка,train
7.jpeg,7_18.jpeg,на ли Семьи,train
31.jpeg,31_60.jpeg,2 Федоръ 45,train
65.jpeg,65_7.jpeg,Во времен Ныне,train
59.jpeg,59_20.jpeg,N10,train
23.jpeg,23_12.jpeg,Лета,train
55.jpeg,55_15.jpeg,выбыло,train
64.jpeg,64_8.jpeg,ника Иванова,train
24.jpeg,24_56.jpeg,1,train
13.jpeg,13_24.jpeg,44,train
48.jpeg,48_0.jpeg,Ревизская сказка,train
17.jpeg,17_6.jpeg,Имена Отче,train
34.jpeg,34_22.jpeg,поступилъ,train
9.jpeg,9_19.jpeg,прибыло,train
83.jpeg,83_1.jpeg,Ревизская Сказка,train
90.jpeg,90_2.jpeg,года октября пятого дня Пермской губер,train
38.jpeg,38_23.jpeg,съ кото,train
85.jpeg,85_32.jpeg,1,train
24.jpeg,24_8.jpeg,Изъ того чис Ныне,train
12.jpeg,12_76.jpeg,1848,train
20.jpeg,20_8.jpeg,ского завода,train
33.jpeg,33_40.jpeg,Висарiонъ,train
71.jpeg,71_8.jpeg,ревизiи состо,train
21.jpeg,21_23.jpeg,14,train
7.jpeg,7_49.jpeg,Егорова,train
59.jpeg,59_54.jpeg,лицо,train
71.jpeg,71_21.jpeg,лицо,train
91.jpeg,91_1.jpeg,Ревизская сказка,train
54.jpeg,54_4.jpeg,Ивана Викулова Кокушкина о состоящих ду,train
53.jpeg,53_4.jpeg,Екатеринбурга,train
24.jpeg,24_12.jpeg,Мужскiй полъ,train
43.jpeg,43_14.jpeg,13,train
19.jpeg,19_23.jpeg,Артемiй,train
24.jpeg,24_37.jpeg,45,train
59.jpeg,59_31.jpeg,зiи,train
88.jpeg,88_13.jpeg,Лета,train
71.jpeg,71_11.jpeg,Семьи Мужскiй полъ яло и после,train
87.jpeg,87_11.jpeg,Семьи Мужскiй полъ,train
59.jpeg,59_1.jpeg,Дополнительная ревизская сказка,train
31.jpeg,31_16.jpeg,№9,train
91.jpeg,91_6.jpeg,По последней,train
358.jpeg,358_10.jpeg,Мужскiй полъ,train
47.jpeg,47_2.jpeg,на подданство Россiи Алберта Данилова Петеръ,train
12.jpeg,12_64.jpeg,въ 1860 г дочь,train
27.jpeg,27_23.jpeg,вья Иванъ,train
87.jpeg,87_9.jpeg,Во временной Ныне,train
12.jpeg,12_62.jpeg,20,train
84.jpeg,84_1.jpeg,Тысяча восемьсотъ шестьдесятъ седмого,train
37.jpeg,37_12.jpeg,Семьи,train
65.jpeg,65_30.jpeg,Третьяковъ,train
20.jpeg,20_10.jpeg,ней ревизiи изъ того ныне,train
59.jpeg,59_22.jpeg,N9,train
6.jpeg,6_18.jpeg,129,train
30.jpeg,30_1.jpeg,Ревизская сказка,train
77.jpeg,77_0.jpeg,Ревизская Сказка,train
25.jpeg,25_9.jpeg,№9 №10,train
49.jpeg,49_36.jpeg,Холостъ,train
69.jpeg,69_6.jpeg,По последней ре Изъ того Ныне,train
17.jpeg,17_13.jpeg,Въ кото Въ кото  Какого ве Ненаходиться,train
191.jpeg,191_1.jpeg,Тысяча восемьсотъ шестьдесятъ вось,train
12.jpeg,12_8.jpeg,и проч,train
79.jpeg,79_22.jpeg,ревизiи,train
61.jpeg,61_36.jpeg,Холостъ,train
93.jpeg,93_16.jpeg,на,train
12.jpeg,12_51.jpeg,63,train
24.jpeg,24_32.jpeg,но,train
7.jpeg,7_19.jpeg,Женскiй полъ,train
11.jpeg,11_37.jpeg,крестьянина Осипа,train
50.jpeg,50_5.jpeg,на лицо,train
79.jpeg,79_31.jpeg,Мещанки,train
83.jpeg,83_43.jpeg,Пвлвты отъ,train
43.jpeg,43_0.jpeg,Метрической книги на 1860 года часть,train
28.jpeg,28_47.jpeg,Ефросинья,train
49.jpeg,49_32.jpeg,Елькинъ,train
75.jpeg,75_28.jpeg,Лета,train
64.jpeg,64_2.jpeg,Iюня девятнадцатого дня Пермской губернiи,train
15.jpeg,15_55.jpeg,22,train
73.jpeg,73_34.jpeg,зiи зiи,train
79.jpeg,79_48.jpeg,щанинъ Егоръ Ивановъ Притыкинъ,train
75.jpeg,75_18.jpeg,лицо,train
91.jpeg,91_21.jpeg,выбыло,train
5.jpeg,5_41.jpeg,34 1/2,train
64.jpeg,64_6.jpeg,въ 1 части города въ Сту,train
83.jpeg,83_44.jpeg,Его же дочь Марiя,train
33.jpeg,33_35.jpeg,36,train
5.jpeg,5_12.jpeg,стояло  и по числа,train
49.jpeg,49_37.jpeg,по предписанiю,train
83.jpeg,83_14.jpeg,на,train
91.jpeg,91_12.jpeg,ло и после,train
24.jpeg,24_46.jpeg,2,train
67.jpeg,67_41.jpeg,Iонинъ,train
7.jpeg,7_43.jpeg,Калистрата братъ Фадей 21,train
93.jpeg,93_51.jpeg,вшихъ мастеро,train
19.jpeg,19_8.jpeg,сле оной,train
66.jpeg,66_1.jpeg,Тысяча восемьсот Шестьдесятъ седьмого года,train
17.jpeg,17_51.jpeg,или какъ престу,train
72.jpeg,72_2.jpeg,Года Iюля Первого дня,train
73.jpeg,73_39.jpeg,Мещанская въдова Екате,train
67.jpeg,67_67.jpeg,въ томъ и подписуюсь сказкоподатель Екатеринбургскiй мещанинъ Федоръ,train
9.jpeg,9_17.jpeg,и после оной,train
57.jpeg,57_29.jpeg,Мещанки,train
63.jpeg,63_46.jpeg,Андрей,train
38.jpeg,38_21.jpeg,когда,train
93.jpeg,93_20.jpeg,отлучке,train
51.jpeg,51_38.jpeg,Пивоваровъ Казенной Пала,train
7.jpeg,7_11.jpeg,Во вре Ныне,train
67.jpeg,67_31.jpeg,рого вре Лета,train
33.jpeg,33_28.jpeg,Михаила сынъ Матвей новорожд,train
93.jpeg,93_55.jpeg,Итого мужескаго пола одна душа 1,train
3.jpeg,3_10.jpeg,чке,train
85.jpeg,85_21.jpeg,предписанiю,train
17.jpeg,17_46.jpeg,кто по найму за,train
81.jpeg,81_22.jpeg,Мещане,train
5.jpeg,5_11.jpeg,Мужскiй полъ,train
17.jpeg,17_38.jpeg,былъ,train
57.jpeg,57_44.jpeg,Осипова,train
59.jpeg,59_27.jpeg,Лета,train
83.jpeg,83_51.jpeg,Всего въ сей ревизской сказке заключается къ двенадцатому сентября 1867 года наличныхъ,train
106.jpeg,106_6.jpeg,по последней,train
33.jpeg,33_15.jpeg,реви,train
13.jpeg,13_0.jpeg,Ревизская сказка,train
59.jpeg,59_35.jpeg,Причисленъ,train
67.jpeg,67_30.jpeg,но Лета,train
15.jpeg,15_46.jpeg,Яковлева,train
75.jpeg,75_29.jpeg,Мещанки,train
28.jpeg,28_12.jpeg,Семьи Мужскiй полъ зiи сост,train
33.jpeg,33_19.jpeg,лета,train
87.jpeg,87_17.jpeg,выбыло,train
15.jpeg,15_44.jpeg,26,train
69.jpeg,69_40.jpeg,Казенной палаты,train
31.jpeg,31_40.jpeg,16,train
65.jpeg,65_33.jpeg,32,train
88.jpeg,88_0.jpeg,Ревизская Сказка,train
12.jpeg,12_58.jpeg,1837,train
67.jpeg,67_5.jpeg,Екатеринбурга,train
63.jpeg,63_34.jpeg,отъ 23 мая за,train
56.jpeg,56_4.jpeg,рова Колпакова о состоящихъ,train
17.jpeg,17_37.jpeg,повинности,train
27.jpeg,27_12.jpeg,на,train
74.jpeg,74_6.jpeg,Жительство имею,train
24.jpeg,24_17.jpeg,ной от,train
12.jpeg,12_32.jpeg,году,train
23.jpeg,23_27.jpeg,Федоръ,train
15.jpeg,15_10.jpeg,во временной ныне,train
28.jpeg,28_46.jpeg,дочери Ульяна,train
77.jpeg,77_43.jpeg,бывшiх показаны прописных нетъ къ сей ревизской сказке сказко податель Екате,train
83.jpeg,83_12.jpeg,ло и после,train
51.jpeg,51_29.jpeg,именно,train
75.jpeg,75_4.jpeg,г Екатеринбурга,train
52.jpeg,52_1.jpeg,тысяча восемьсот шестьдесят седьмого,train
87.jpeg,87_45.jpeg,1,train
31.jpeg,31_42.jpeg,12,train
13.jpeg,13_22.jpeg,Его дочь Агафья,train
52.jpeg,52_7.jpeg,въ 1 части г въ улице,train
34.jpeg,34_18.jpeg,Козмы жена Улья,train
69.jpeg,69_35.jpeg,Никиты Иванова жена второго,train
57.jpeg,57_54.jpeg,Шляпниковъ,train
12.jpeg,12_37.jpeg,1866,train
27.jpeg,27_4.jpeg,Семьи,train
65.jpeg,65_12.jpeg,Семьи Женскiй полъ,train
10.jpeg,10_3.jpeg,Губернiи Орловского уезда Тихтинской волости  Петере,train
11.jpeg,11_34.jpeg,трiй Петровъ,train
61.jpeg,61_19.jpeg,№10,train
21.jpeg,21_13.jpeg,ке,train
10.jpeg,10_5.jpeg,Копiя,train
47.jpeg,47_0.jpeg,1867 года февраля 1 дня семейства бывшего прусской а ныне принявшая присягу,train
33.jpeg,33_37.jpeg,хрисанфовьи сыновья,train
15.jpeg,15_14.jpeg,и после оной выбыло лицо,train
37.jpeg,37_29.jpeg,крестьянки,train
15.jpeg,15_28.jpeg,45,train
73.jpeg,73_17.jpeg,лицо,train
39.jpeg,39_22.jpeg,№9 ре 10 ре,train
81.jpeg,81_15.jpeg,оной прибыло,train
54.jpeg,54_7.jpeg,въ 2 части города въ,train
57.jpeg,57_30.jpeg,мени,train
89.jpeg,89_6.jpeg,Во временной Ныне,train
75.jpeg,75_2.jpeg,1867 года Августа 14 дня Пермской губернiи,train
81.jpeg,81_43.jpeg,наличности бывшiе показаны прописных же нетъ къ сей ревизской сказке въместо,train
69.jpeg,69_3.jpeg,1867 года Iюня 19 дня Пермской губернiи города,train
75.jpeg,75_27.jpeg,Лета,train
67.jpeg,67_63.jpeg,Итого,train
61.jpeg,61_25.jpeg,зiи зiи,train
49.jpeg,49_23.jpeg,Мещане,train
55.jpeg,55_11.jpeg,числа,train
25.jpeg,25_16.jpeg,Василия Федорова жена Устинья,train
77.jpeg,77_13.jpeg,Семьи,train
53.jpeg,53_26.jpeg,ревизiи ревизiи  Мещане,train
12.jpeg,12_30.jpeg,былъ,train
39.jpeg,39_31.jpeg,но,train
15.jpeg,15_18.jpeg,№9 №10,train
11.jpeg,11_26.jpeg,50,train
9.jpeg,9_43.jpeg,361 Калистрата Софронова жена Зиновья,train
7.jpeg,7_32.jpeg,Крестьянки,train
23.jpeg,23_32.jpeg,Ревизская сказка,train
12.jpeg,12_45.jpeg,принадлежащихъ,train
47.jpeg,47_8.jpeg,при,train
81.jpeg,81_46.jpeg,Екатеринбурскiй мещанинъ Сергей Егоровъ,train
67.jpeg,67_64.jpeg,Всего въ сей ревизской сказке наличныхъ душъ заключается  мужескаго пола три,train
79.jpeg,79_24.jpeg,Съ кото,train
75.jpeg,75_1.jpeg,Ревизская сказка,train
7.jpeg,7_35.jpeg,зiя зiя,train
210.jpeg,210_3.jpeg,"ской Губернiи Г Екатеринбурга, осемействе",train
59.jpeg,59_16.jpeg,убыло,train
86.jpeg,86_13.jpeg,№10,train
73.jpeg,73_6.jpeg,По последней ре Изъ того Ныне,train
77.jpeg,77_21.jpeg,Съ кото,train
61.jpeg,61_38.jpeg,палаты отъ,train
33.jpeg,33_36.jpeg,43,train
59.jpeg,59_8.jpeg,визии состояло,train
358.jpeg,358_30.jpeg,ни,train
36.jpeg,36_1.jpeg,Тысяча восемьсот пятьдесят восьмого,train
33.jpeg,33_0.jpeg,Ревизская сказка,train
5.jpeg,5_4.jpeg,Губернiи Екатеринбургского Уезда,train
71.jpeg,71_31.jpeg,№10,train
18.jpeg,18_3.jpeg,Пермской губернiи Крас,train
71.jpeg,71_26.jpeg,реви реви,train
106.jpeg,106_21.jpeg,ревизiи,train
21.jpeg,21_19.jpeg,Артемия Тимофеева жена,train
23.jpeg,23_21.jpeg,Федора сыновья,train
28.jpeg,28_48.jpeg,18,train
11.jpeg,11_15.jpeg,прибыло,train
26.jpeg,26_2.jpeg,марта,train
17.jpeg,17_20.jpeg,пола душъ,train
83.jpeg,83_50.jpeg,Итого мужескаго пола одна душа,train
47.jpeg,47_30.jpeg,Россiи Албертъ Даниловъ Петеръ своеручно подписуюсь,train
85.jpeg,85_16.jpeg,Когда,train
25.jpeg,25_18.jpeg,23,train
7.jpeg,7_15.jpeg,Мужскiй полъ,train
48.jpeg,48_3.jpeg,теринбурга мещанина Николая Евтихiева,train
37.jpeg,37_15.jpeg,и после оной выбы,train
17.jpeg,17_54.jpeg,пникъ,train
11.jpeg,11_7.jpeg,Изъ того Ныне,train
12.jpeg,12_26.jpeg,сло и не состоялъ,train
37.jpeg,37_45.jpeg,40,train
39.jpeg,39_6.jpeg,во времен ныне,train
77.jpeg,77_2.jpeg,1867 года Августа 19 дня Пермской Губернiи 1867 года Августа 19 дня Пермской Губернiи,train
63.jpeg,63_42.jpeg,Шуралинской Во,train
61.jpeg,61_17.jpeg,ске лицо,train
38.jpeg,38_4.jpeg,по послед изъ то ныне,train
67.jpeg,67_56.jpeg,Анисья,train
23.jpeg,23_19.jpeg,45,train
51.jpeg,51_24.jpeg,№9 №10,train
83.jpeg,83_49.jpeg,Итого женскаго пола две души 2,train
24.jpeg,24_62.jpeg,Федора Исакова тетка Ирина,train
53.jpeg,53_22.jpeg,№9 №10,train
75.jpeg,75_26.jpeg,Мещане,train
11.jpeg,11_20.jpeg,Когда,train
87.jpeg,87_40.jpeg,№2644 изъ Ма,train
27.jpeg,27_30.jpeg,Ревизская сказка,train
12.jpeg,12_12.jpeg,Кто изъ,train
27.jpeg,27_25.jpeg,23,train
65.jpeg,65_29.jpeg,Никона Иванова жена,train
16.jpeg,16_4.jpeg,Составленъ 1864 года,train
6.jpeg,6_23.jpeg,Сафона Никитина Сы,train
177.jpeg,177_4.jpeg,Семена Семенова Торгунова о состоящихъ,train
33.jpeg,33_17.jpeg,зiи зiи,train
67.jpeg,67_23.jpeg,Съ кото,train
69.jpeg,69_8.jpeg,Семьи Мужскiй полъ,train
73.jpeg,73_50.jpeg,Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола одна женска одна и,train
29.jpeg,29_23.jpeg,че,train
72.jpeg,72_1.jpeg,Тысяча восемь сотъ Шестьдесятъ Шестого,train
85.jpeg,85_4.jpeg,Семьи Мужскiй полъ,train
11.jpeg,11_2.jpeg,уезда Тихтинской волости Патеренского Сельского общества,train
73.jpeg,73_4.jpeg,Города Екатеринбурга,train
141.jpeg,141_0.jpeg,Ревизская сказка,train
53.jpeg,53_6.jpeg,по последней,train
71.jpeg,71_1.jpeg,Ревизская сказка,train
11.jpeg,11_28.jpeg,Романъ,train
65.jpeg,65_17.jpeg,Когда,train
76.jpeg,76_6.jpeg,шахъ на лицо,train
12.jpeg,12_57.jpeg,году поступилъ въ рек,train
3.jpeg,3_30.jpeg,Старшина Василий Некрасовъ,train
73.jpeg,73_11.jpeg,и после оной,train
71.jpeg,71_29.jpeg,именно Лета,train
29.jpeg,29_21.jpeg,Степана Осипова,train
24.jpeg,24_0.jpeg,Ревизская сказка,train
358.jpeg,358_23.jpeg,лета,train
73.jpeg,73_26.jpeg,крестьянки,train
12.jpeg,12_85.jpeg,Дмiтрия,train
15.jpeg,15_34.jpeg,32,train
5.jpeg,5_0.jpeg,Ревизская сказка,train
69.jpeg,69_31.jpeg,зiи зiи,train
20.jpeg,20_35.jpeg,Артемiй 42,train
5.jpeg,5_27.jpeg,Лета,train
71.jpeg,71_46.jpeg,Ивана Никитина жена,train
49.jpeg,49_47.jpeg,показана и прописных нетъ къ сей ревизской сказке въ место сына моего росписался Кан,train
91.jpeg,91_47.jpeg,Пермской Ка,train
71.jpeg,71_51.jpeg,Государственных,train
20.jpeg,20_23.jpeg,лета именно,train
71.jpeg,71_23.jpeg,Когда,train
24.jpeg,24_36.jpeg,Федоръ Исаковъ Губинъ,train
77.jpeg,77_7.jpeg,на,train
87.jpeg,87_32.jpeg,времени,train
63.jpeg,63_54.jpeg,ринбургскiй мещанинъ Ферапонтъ Ивановъ Третьяковъ руку приложилъ,train
29.jpeg,29_25.jpeg,18,train
19.jpeg,19_21.jpeg,Тимофеевъ сынъ,train
15.jpeg,15_21.jpeg,съ которого,train
83.jpeg,83_47.jpeg,году за №8938,train
68.jpeg,68_3.jpeg,Екатеринбурга мещанины Никиты Иванова При,train
15.jpeg,15_53.jpeg,въ 1854 году,train
3.jpeg,3_4.jpeg,горного завода,train
72.jpeg,72_8.jpeg,66,train
20.jpeg,20_26.jpeg,41,train
27.jpeg,27_32.jpeg,Пермской губернiи Крас,train
15.jpeg,15_35.jpeg,1 Михайло,train
73.jpeg,73_32.jpeg,Лета,train
56.jpeg,56_5.jpeg,душахъ на лицо,train
71.jpeg,71_43.jpeg,ской Казенной,train
7.jpeg,7_41.jpeg,Лукьянова,train
84.jpeg,84_5.jpeg,состоящихъ душахъ на лицо,train
83.jpeg,83_10.jpeg,Мужскiй полъ,train
87.jpeg,87_30.jpeg,именно,train
20.jpeg,20_37.jpeg,артемия Тимофеева,train
53.jpeg,53_2.jpeg,1867 года мая 18 дня Пермской губернiи города,train
28.jpeg,28_39.jpeg,24,train
93.jpeg,93_43.jpeg,зенной Пала,train
84.jpeg,84_2.jpeg,года сентября двадцать девятого дня,train
7.jpeg,7_8.jpeg,По послед,train
65.jpeg,65_43.jpeg,Итого мужескаго пола одна душа,train
39.jpeg,39_30.jpeg,зiи зiи,train
12.jpeg,12_2.jpeg,Лета Прибыль и убыль въ семействахъ Прочiя объясненiя необходимый,train
77.jpeg,77_39.jpeg,и изъключенныхъ,train
52.jpeg,52_3.jpeg,губернiи города Екатеринбурга мещанина,train
65.jpeg,65_35.jpeg,35,train
59.jpeg,59_30.jpeg,зiи,train
69.jpeg,69_14.jpeg,отлучке,train
21.jpeg,21_21.jpeg,Ксенья Александрова,train
23.jpeg,23_13.jpeg,Когда,train
191.jpeg,191_4.jpeg,щанина Федора Максимова Бахтина,train
19.jpeg,19_17.jpeg,41 46 Тимофей Епиваровъ,train
78.jpeg,78_3.jpeg,причисленного мещанина Егора,train
71.jpeg,71_53.jpeg,минской волости,train
58.jpeg,58_3.jpeg,мещанина Степана Павлова Мухина о состоящихъ,train
90.jpeg,90_5.jpeg,душахъ на лицо,train
28.jpeg,28_11.jpeg,ней реви числа,train
46.jpeg,46_1.jpeg,Семейство бывшего Прусского а,train
11.jpeg,11_22.jpeg,Лета,train
31.jpeg,31_48.jpeg,жена Прасковья Петрова 20,train
87.jpeg,87_42.jpeg,Екатеринбург,train
79.jpeg,79_38.jpeg,Его сынъ Михайло,train
47.jpeg,47_16.jpeg,1,train
15.jpeg,15_9.jpeg,нейревизiи числа,train
73.jpeg,73_24.jpeg,№9,train
19.jpeg,19_6.jpeg,Семьи Мужскiй полъ стояло и по числа,train
63.jpeg,63_30.jpeg,Ферапонтъ Ивановъ предписанiю,train
81.jpeg,81_36.jpeg,Каравайцевъ 18 Iюля 1867 года,train
91.jpeg,91_7.jpeg,ревизiи и состоя,train
83.jpeg,83_39.jpeg,нiю Пермской,train
86.jpeg,86_21.jpeg,Матвей Афона,train
106.jpeg,106_3.jpeg,1868 года января 20 дня Пермской,train
67.jpeg,67_32.jpeg,зiи,train
63.jpeg,63_44.jpeg,лости,train
28.jpeg,28_31.jpeg,Степанъ Осиповъ,train
15.jpeg,15_41.jpeg,Исакъ,train
57.jpeg,57_42.jpeg,Его братъ Егоръ,train
19.jpeg,19_22.jpeg,42,train
57.jpeg,57_6.jpeg,Екатеринбурга,train
33.jpeg,33_42.jpeg,Григорiй,train
69.jpeg,69_50.jpeg,сти,train
77.jpeg,77_19.jpeg,№9,train
45.jpeg,45_6.jpeg,на,train
67.jpeg,67_34.jpeg,мени,train
29.jpeg,29_2.jpeg,Красноуфимска,train
11.jpeg,11_0.jpeg,Ревизская сказка,train
31.jpeg,31_64.jpeg,3 Яковъ 17,train
23.jpeg,23_35.jpeg,Марта 31 дня 1858 года,train
81.jpeg,81_12.jpeg,Семьи Женскiй полъ,train
5.jpeg,5_40.jpeg,брачная жена Парасковья Иванова,train
39.jpeg,39_7.jpeg,Семьи,train
36.jpeg,36_2.jpeg,года Февраля месяца двенадцатого дня,train
19.jpeg,19_5.jpeg,ревизiи со изъ того ныне,train
27.jpeg,27_26.jpeg,Матвей,train
177.jpeg,177_2.jpeg,года октября третьяго дня Пермской,train
35.jpeg,35_7.jpeg,нной ныне,train
5.jpeg,5_22.jpeg,№9 №10 Вечноотданные заводскiе,train
37.jpeg,37_1.jpeg,1858 года февраля 12 дня Вятской губернiи,train
21.jpeg,21_16.jpeg,времени,train
5.jpeg,5_65.jpeg,бургу,train
85.jpeg,85_2.jpeg,Екатеринбурга,train
55.jpeg,55_19.jpeg,Когда,train
47.jpeg,47_10.jpeg,Мещанки,train
70.jpeg,70_3.jpeg,бурга мещанина Никиты Иванова Притыкина,train
55.jpeg,55_25.jpeg,Лета,train
83.jpeg,83_31.jpeg,ревизiи ревизiи,train
47.jpeg,47_4.jpeg,Ныне,train
6.jpeg,6_3.jpeg,Завода,train
47.jpeg,47_6.jpeg,шей ре,train
89.jpeg,89_2.jpeg,1864 года сентября 29дняПермской губернiи г,train
11.jpeg,11_39.jpeg,Копiя,train
4.jpeg,4_1.jpeg,Составленная 1858 года Марта 1го дня,train
31.jpeg,31_10.jpeg,оной при числа на лицо Семьи,train
64.jpeg,64_3.jpeg,Екатеринбургского мещанина Никона Иванова,train
73.jpeg,73_51.jpeg,въ наличности бывшiх показаны и прописных нетъ къ сей ревизской сказке вместо сказкоподатель,train
85.jpeg,85_9.jpeg,прибыло,train
71.jpeg,71_6.jpeg,Екатеринбурга,train
12.jpeg,12_53.jpeg,Осипъ Лукояновъ Бобровъ 50,train
39.jpeg,39_2.jpeg,теринбургского уезда Логиновской волости,train
34.jpeg,34_5.jpeg,Хрисанфа жена Ма,train
34.jpeg,34_0.jpeg,306 220 Хрисанфъ Даниловъ,train
31.jpeg,31_19.jpeg,ревиз ревизскiй,train
55.jpeg,55_1.jpeg,Дополнительная ревизская сказка,train
44.jpeg,44_3.jpeg,подданство Россiи Алберта Да,train
23.jpeg,23_0.jpeg,1858 года марта  31 дня Пермской губер,train
93.jpeg,93_44.jpeg,ты отъ 31 мая,train
69.jpeg,69_10.jpeg,и после оной,train
67.jpeg,67_46.jpeg,Дети ихъ,train
5.jpeg,5_53.jpeg,Петръ,train
33.jpeg,33_12.jpeg,цо,train
31.jpeg,31_24.jpeg,Крестьянки,train
91.jpeg,91_57.jpeg,ственныхъ,train
59.jpeg,59_45.jpeg,изъ солдат,train
83.jpeg,83_16.jpeg,Женскiй полъ,train
83.jpeg,83_0.jpeg,Ревизская Сказка,train
81.jpeg,81_14.jpeg,яло и после,train
27.jpeg,27_11.jpeg,выбыло лиц,train
13.jpeg,13_1.jpeg,10,train
106.jpeg,106_32.jpeg,Феокриста Евстафьева,train
91.jpeg,91_0.jpeg,Ревизская сказка,train
28.jpeg,28_36.jpeg,Степановы сыновья,train
12.jpeg,12_10.jpeg,денныхъ,train
93.jpeg,93_19.jpeg,лицо,train
43.jpeg,43_17.jpeg,первая о родившихся,train
83.jpeg,83_27.jpeg,Лета,train
63.jpeg,63_33.jpeg,Третьяковъ ной палаты,train
39.jpeg,39_17.jpeg,цо,train
49.jpeg,49_42.jpeg,Канцелярского,train
15.jpeg,15_2.jpeg,1858 года марта 17 дня Пермской,train
23.jpeg,23_6.jpeg,По последней Изъ того числа Ныне,train
59.jpeg,59_42.jpeg,ной Палаты,train
224.jpeg,224_6.jpeg,Жительство имело,train
79.jpeg,79_41.jpeg,Итого мужескаго пола на лицо,train
64.jpeg,64_7.jpeg,деной улице въ доме чинов,train
5.jpeg,5_57.jpeg,съ ревизской сказки Верхетагильского завода,train
54.jpeg,54_0.jpeg,Дополнительная ревизская сказка,train
87.jpeg,87_12.jpeg,Семьи Женскiй полъ,train
7.jpeg,7_36.jpeg,мени,train
55.jpeg,55_10.jpeg,и после оной,train
44.jpeg,44_6.jpeg,1867 года,train
51.jpeg,51_12.jpeg,Мужскiй полъ,train
73.jpeg,73_48.jpeg,Сентября 1865 г,train
81.jpeg,81_19.jpeg,Когда,train
59.jpeg,59_38.jpeg,мской казен,train
43.jpeg,43_9.jpeg,свидетелей записи,train
55.jpeg,55_12.jpeg,на,train
34.jpeg,34_25.jpeg,Висарiона,train
29.jpeg,29_13.jpeg,времени,train
15.jpeg,15_20.jpeg,№9 №10,train
283.jpeg,283_2.jpeg,девятого года июля восемнадца,train
93.jpeg,93_53.jpeg,бургского Монет,train
39.jpeg,39_18.jpeg,чке,train
83.jpeg,83_15.jpeg,Семьи,train
43.jpeg,43_21.jpeg,первая о родившихся,train
37.jpeg,37_31.jpeg,зiи зiи,train
71.jpeg,71_57.jpeg,скiймещанъ Никита Ивановъ Притыкинъ руку приложилъ,train
37.jpeg,37_28.jpeg,визiи визiи,train
39.jpeg,39_29.jpeg,рого вре лета,train
53.jpeg,53_25.jpeg,Съ которого,train
79.jpeg,79_36.jpeg,ковья Раденкова,train
33.jpeg,33_2.jpeg,уезда Кошаровской волости городского оющества,train
12.jpeg,12_63.jpeg,Миронъ,train
93.jpeg,93_7.jpeg,Изъ того Ныне,train
31.jpeg,31_46.jpeg,26,train
28.jpeg,28_40.jpeg,жена Пелагея Павлова,train
9.jpeg,9_46.jpeg,Калистрата братъ Фадей,train
15.jpeg,15_50.jpeg,Агафья,train
11.jpeg,11_35.jpeg,Семейный рекрутскiй Списокъ,train
19.jpeg,19_28.jpeg,Пермской губернiи Крас,train
81.jpeg,81_44.jpeg,сказко подателя Екатеринбургского мещанина Ивана Петрова Кара,train
74.jpeg,74_1.jpeg,Тысяча восемьсотъ шестьдесятъ седьмого,train
91.jpeg,91_36.jpeg,Лета,train
19.jpeg,19_29.jpeg,ноуфимского уезда Иргин,train
5.jpeg,5_34.jpeg,Умеръ въ,train
81.jpeg,81_2.jpeg,1867 года Сентября 4 дня Пермской Губернiи,train
65.jpeg,65_45.jpeg,Итого женскаго пола две души 2,train
24.jpeg,24_54.jpeg,Федовъ,train
71.jpeg,71_10.jpeg,числа,train
49.jpeg,49_14.jpeg,Отлучки,train
63.jpeg,63_27.jpeg,именно,train
31.jpeg,31_68.jpeg,Тимофея внуки Филипъ Петровъ 4,train
91.jpeg,91_48.jpeg,Агафонова,train
77.jpeg,77_35.jpeg,36,train
55.jpeg,55_18.jpeg,№9 №10,train
106.jpeg,106_30.jpeg,его дочь,train
81.jpeg,81_26.jpeg,Лета,train
71.jpeg,71_44.jpeg,Его сынъ Иванъ палаты отъ,train
85.jpeg,85_13.jpeg,ревизiи ревизiи,train
35.jpeg,35_17.jpeg,зiи,train
56.jpeg,56_2.jpeg,города Екатеринбурга вновь приси,train
38.jpeg,38_25.jpeg,крестьяне,train
75.jpeg,75_7.jpeg,Изъ того Ныне,train
65.jpeg,65_34.jpeg,мской казенной,train
27.jpeg,27_34.jpeg,Иргинского завода,train
28.jpeg,28_51.jpeg,Михаилъ 8,train
20.jpeg,20_1.jpeg,Ревизская сказка,train
